,id,Website,Article_URL,Headline,Claim_Date,Review_Date,Query/Keyword,Original_Claim_Website,Original_Claim_Only,Claim,Image_URL,Image_Path,Label_Website,Label,Context/Label_Explanation,Text_Only_Claim,Normal_Image,AI_Generated_Image,Altered_Image,Data_Collection_Type
22,22,Reuters,https://www.reuters.com/fact-check/orange-smoke-cloud-photo-predates-kursk-assault-by-nearly-decade-2024-08-16/,Fact Check: Orange smoke cloud photo predates Kursk assault by nearly a decade,2024-08-11 00:00:00,2024-08-16 00:00:00,"""Ukraine Fact Check""","The caption of one of the social media posts sharing the image says, in part: “First picture of a CHEMICAL attack by Ukrainian artillery in KURSK !!!!!!! The Armed Forces of Ukraine used chemical weapons in the Kursk region. According to the Aida group, the enemy used ammunition filled with chlorine.”","“First picture of a CHEMICAL attack by Ukrainian artillery in KURSK !!!!!!! The Armed Forces of Ukraine used chemical weapons in the Kursk region. According to the Aida group, the enemy used ammunition filled with chlorine.”",This image shows a chemical attack by the Armed Forces of Ukraine during the Kursk offensive in August 2024.,https://web.archive.org/web/20250708172556/https://pbs.twimg.com/media/GUqcvO4XAAAP3dz?format=jpg&name=large,images/ukraine_russia/22.jpg,miscaptioned,Misleading,"The same scene can be seen at timestamp 00:09 of a March 2015 BBC News video titled “Islamic State's toxic ‘chlorine gas’ bombs.”
The clip, provided by Iraqi officials, shows orange smoke rising from a controlled explosion and Iraqi officials said there was evidence that Islamic State militants were using chlorine gas in roadside bombing in Iraq, the BBC reported. A photo taken by Reuters in March 2015 in a town north of the Iraqi capital Baghdad shows a chlorine-tinged cloud of smoke rising from a bomb detonated by Iraqi troops and Shi’ite forces.",False,True,False,False,Manual
23,23,Snopes,https://www.snopes.com/fact-check/trump-military-aid-ukraine/,Trump falsely claimed US spent $350B on military aid to Ukraine,2025-02-19 00:00:00,2025-03-13 00:00:00,"""Ukraine""","As of February 2025, the United States had given $350 billion in military aid to Ukraine for its war with Russia.","As of February 2025, the United States had given $350 billion in military aid to Ukraine for its war with Russia.","As of February 2025, the United States had given $350 billion in military aid to Ukraine for its war with Russia.",,,FALSE,False,"It's possible to arrive at varying totals depending on how military aid is defined or by considering how much money was allocated — as opposed to actually paid out — by the U.S. government, but none of these totals amounts to $350 billion.
Trump's claim is incorrect. While it is possible to arrive at varying totals using different ways to categorize or count the financial figures, none amounts to $350 billion. As of this writing, the United States had allocated nearly $183 billion for the response to Russia's 2022 invasion of Ukraine, according to the U.S. government's inspector general overseeing the situation. That amount includes more than just what the U.S. government directly sent to Ukraine — and only $83 billion had actually been paid out as of December 2024. Thus, we rate this claim false.",True,False,False,False,Manual
24,24,Snopes,https://www.snopes.com/fact-check/warren-buffett-500-million-ukraine/,Warren Buffett did not send more than $500M to Ukraine — but his son did,2025-03-04 00:00:00,2025-03-12 00:00:00,"""Ukraine""",Warren Buffett has given more than $500 million to Ukraine.,Warren Buffett has given more than $500 million to Ukraine.,Warren Buffett has given more than $500 million to Ukraine since 2022.,,,FALSE,False,"Howard Buffett, Warren Buffett's son, donated more than $800 million to Ukraine since 2022, through his own foundation.",True,False,False,False,Manual
25,25,Snopes,https://www.snopes.com/fact-check/jd-vance-cousin-nate-fought-in-ukraine-3-years/,"Yes, Vice President JD Vance's cousin Nate fought in Ukraine for three years
",2025-03-11 00:00:00,2025-03-12 00:00:00,"""Ukraine""",U.S. Vice President JD Vance's cousin Nate Vance fought in Ukraine for three years during its war with Russia.,U.S. Vice President JD Vance's cousin Nate Vance fought in Ukraine for three years during its war with Russia.,U.S. Vice President JD Vance's cousin Nate Vance fought in Ukraine for three years during its war with Russia.,,,TRUE,True,"Snopes readers searched our site and submitted emails asking if the claim was true. While we could not independently confirm that the claim was true, several reputable news organizations from various countries, including CNN and French newspaper Le Figaro (archived), all reported that Vance volunteered to fight in Ukraine and served alongside Ukrainian forces for three years, and provided sufficient photographic evidence.",True,False,False,False,Manual
26,26,Snopes,https://www.snopes.com/fact-check/zelenskyy-us-ukraine-war-quote/,Zelenskyy saying US will have to send 'sons and daughters to war' in Ukraine is from old video,2025-03-03 00:00:00,2025-03-05 00:00:00,"""Ukraine""","Ukrainian President Volodymyr Zelenskyy said the U.S. will have ""to send their sons and daughters"" to die for Ukraine after having a heated exchange with U.S. President Donald Trump at the White House in February 2025.","Ukrainian President Volodymyr Zelenskyy said the U.S. will have ""to send their sons and daughters"" to die for Ukraine after having a heated exchange with U.S. President Donald Trump at the White House in February 2025.",Ukrainian President Volodymyr Zelenskyy said the U.S. will have 'to send their sons and daughters' to die for Ukraine after having a heated exchange with U.S. President Donald Trump at the White House in February 2025.,,,miscaptioned,Misleading,"Zelenskyy did say, ""The U.S. will have to send their sons and daughters exactly the same way as we are sending [our] sons and daughters to war."" However, he was talking about a hypothetical situation in which Ukraine losing the war against Russia would lead to a broader conflict resulting in Americans being pulled into fighting. He made this statement in February 2023, two years before the exchange with Trump took place.",True,False,False,False,Manual
27,27,Snopes,https://www.snopes.com/fact-check/zelenskyy-houses-planes-offshores-accounts/,"The facts behind resurfaced claim that Zelenskyy has multiple homes, planes, offshore accounts",2025-02-28 00:00:00,2025-03-05 00:00:00,"""Ukraine""","Ukrainian President Volodymyr Zelenskyy owns 15 homes including a $35 million home in Florida, has $1.2 billion in an overseas bank account, owns 15 homes, three private planes and has a monthly income of $11 million.","Ukrainian President Volodymyr Zelenskyy owns 15 homes including a $35 million home in Florida, has $1.2 billion in an overseas bank account, owns 15 homes, three private planes and has a monthly income of $11 million.","Ukrainian President Volodymyr Zelenskyy owns 15 homes including a $35 million home in Florida, has $1.2 billion in an overseas bank account, owns 15 homes, three private planes and has a monthly income of $11 million.",,,FALSE,False,"The Ukrainian president submitted a 2024 asset declaration to the National Agency on Corruption Prevention covering 2023 that detailed his owned properties, income, bank accounts and vehicles. The NACP is a Ukrainian government unit that takes asset declarations from all politicians who receive a salary from the state. 
According to the declaration, Zelenskyy owned fewer than 15 properties, none of them in the U.S., owned no planes and had an annual income of around $300,000, equivalent to about $25,000 per month. Records searches in Florida's 67 counties revealed no properties in Zelenskyy's name.
The declaration listed just one overseas bank account holding 350,272 euros (around $377,000). Given the above, we rate this claim false.",True,False,False,False,Manual
28,28,Snopes,https://www.snopes.com/fact-check/trump-lech-walesa-ukraine/,"Yes, former Polish president Lech Wałęsa wrote letter to Trump about pausing military aid to Ukraine
",2025-03-03 00:00:00,2025-03-14 00:00:00,"""Ukraine""",Former President of Poland Lech Wałęsa wrote a letter to Donald Trump criticizing the U.S. President's decision to suspend the delivery of all U.S. military aid to Ukraine.,Former President of Poland Lech Wałęsa wrote a letter to Donald Trump criticizing the U.S. President's decision to suspend the delivery of all U.S. military aid to Ukraine.,In March 2025 former President of Poland Lech Wałęsa wrote a letter to Donald Trump criticizing the U.S. President's decision to suspend the delivery of all U.S. military aid to Ukraine.,,,TRUE,True,"Wałęsa did post such a letter on his Facebook page. However, it is not clear whether he wrote the letter alone or in conjunction with any of its signatories. It is also not clear whether he sent the letter directly to Trump or just posted it on social media.",True,False,False,False,Manual
29,29,Snopes,https://www.snopes.com/fact-check/trump-zelenskyy-meeting-with-democrats/,"Zelenskyy met with Democrats — and Republicans — before his meeting with Trump
",2025-03-02 00:00:00,2025-03-04 00:00:00,"""Ukraine""","On Feb. 28, 2025, before a meeting with U.S. President Donald Trump, Ukraine President Volodymyr Zelenskyy met with Democrats who convinced him to reject a deal that would allow the U.S. to exploit minerals in Ukraine in exchange for U.S. support in Ukraine's war with Russia.","On Feb. 28, 2025, before a meeting with U.S. President Donald Trump, Ukraine President Volodymyr Zelenskyy met with Democrats who convinced him to reject a deal that would allow the U.S. to exploit minerals in Ukraine in exchange for U.S. support in Ukraine's war with Russia.","On July 22, 2024, Vice President Kamala Harris said, 'Our support for Israel will continue' amid Israeli Prime Minister Benjamin Netanyahu’s visit to the United States.",,,mixture,True,"What's True
Zelenskyy did meet with Democratic U.S. senators ...
What's False
... but that meeting also included at least three Republican senators. Sen. Chris Murphy, a Democrat from Connecticut, emphatically rejected claims that the Democrats of the U.S. Senate delegation had dissuaded Zelenskyy from taking the minerals deal. Further, Zelenskyy confirmed to reporters two days after the meeting that his country was ready to accept the deal.",True,False,False,False,Manual
30,30,Snopes,https://www.snopes.com/fact-check/minerals-deal-ukraine-russia-peace/,"There's no Ukraine-Russia peace deal — but a US-Ukraine minerals deal could be a stepping stone
",2025-02-25 00:00:00,2025-02-26 00:00:00,"""Ukraine""","In early 2025, Ukraine and Russia had reached a peace deal in their years-long war.","In early 2025, Ukraine and Russia had reached a peace deal in their years-long war.","On Feb. 28, 2025, before a meeting with U.S. President Donald Trump, Ukraine President Volodymyr Zelenskyy met with Democrats.",,,FALSE,False,"Claims of a peace deal between Ukraine and Russia actually repeat key parts of a proposed U.S.-Ukraine agreement for sharing revenue from Ukraine's natural assets, including minerals. This agreement is not a peace deal but would bring Americans to Ukraine and give the U.S. a vested interest in peace in the country.",True,False,False,False,Manual
31,31,Snopes,https://www.snopes.com/fact-check/ukraine-bans-orthodox-church/,Ukraine Banned Orthodox Church in August 2024?,2024-08-20 00:00:00,2024-08-21 00:00:00,"""Ukraine""","In August 2024, Ukraine passed legislation banning the Orthodox Church in Ukraine.","In August 2024, Ukraine passed legislation banning the Orthodox Church in Ukraine.","In August 2024, Ukraine passed legislation banning the Orthodox Church in Ukraine.",,,mixture,False,"What's True
On Aug. 20, 2024, the Ukrainian Parliament passed (though Ukrainian President Volodymyr Zelenskyy has not yet signed, as of this writing) legislation that would allow the government to ban the Russian-linked Ukrainian Orthodox Church. However …
What's False
… the law does not pertain to the Orthodox Church of Ukraine, the church to which the majority of Ukrainian Christians belong. Claims that Ukraine banned the Orthodox Church entirely or that it outlawed Christianity are false.",True,False,False,False,Manual
32,32,Snopes,https://www.snopes.com/fact-check/harris-ukraine-russia/,"Harris Once Said, 'Ukraine Is a Country in Europe. It Exists Next to Another Country Called Russia'?
",2024-07-22 00:00:00,2024-07-22 00:00:00,"""Ukraine""","U.S. Vice President Kamala Harris once said, ""Ukraine is a country in Europe. It exists next to another country called Russia. Russia is a bigger country. Russia is a powerful country. Russia decided to invade a smaller country called Ukraine. So basically that's wrong.""","U.S. Vice President Kamala Harris once said, ""Ukraine is a country in Europe. It exists next to another country called Russia. Russia is a bigger country. Russia is a powerful country. Russia decided to invade a smaller country called Ukraine. So basically that's wrong.""","U.S. Vice President Kamala Harris once said, 'Ukraine is a country in Europe. It exists next to another country called Russia. Russia is a bigger country. Russia is a powerful country. Russia decided to invade a smaller country called Ukraine. So basically that's wrong.'",,,correct attribution,True,"Harris made the statement in March 2022, responding to a journalist's request to explain the situation in Ukraine in layman's terms. She continued, ""And it goes against everything that we stand for. There are terms that we use, we say, 'We respect the sovereignty, the territorial integrity of countries,' right? Their independence. Russia has gone into Ukraine militarily, unprovoked, with no justification other than to exercise its power to take over another country.""",True,False,False,False,Manual
33,33,Snopes,https://www.snopes.com/fact-check/fox-kyiv-russia-easter/,A Fox livestream news report labeled Kyiv a Russian city. Here's what we know,2025-04-20 00:00:00,2025-04-21 00:00:00,"""Russia""","A Fox News broadcast labeled Kyiv (the capital of Ukraine) a Russian city on Easter 2025. (Snopes)

One X user posted a screenshot showing the alleged mislabeling, captioned: ""Meanwhile, Fox News claims that Kyiv is Russia and broadcasts 'Patriarch Kirill'.” (X Post)","""Meanwhile, Fox News claims that Kyiv is Russia and broadcasts 'Patriarch Kirill'.”",This image shows a Fox News broadcast from Easter 2025 where you can see the Patriarch Kirill in the center and Kyiv labeled as a Russian city in the top right corner of the image.,https://web.archive.org/web/20250708172739/https://pbs.twimg.com/media/Go9OYfuX0AAFpPM?format=jpg&name=medium,images/ukraine_russia/33.jpg,mostly true,True,"What's True
The mistake appeared on LiveNOW from Fox, a news service delivered by Fox Television Stations.

What's False
However, while LiveNOW from Fox and Fox News are both part of the Fox Corporation, they are not interchangeable nor run by the same business within the corporation.",False,True,False,False,Manual
34,34,Snopes,https://www.snopes.com/fact-check/joe-rogan-russia-canada/,"Joe Rogan said he'd rather visit Russia than Canada. He also said 'Canadian people are awesome'
",2025-03-24 00:00:00,2025-03-25 00:00:00,"""Russia""","Podcaster and UFC commentator Joe Rogan said, ""I don't go to Canada anymore,"" then added, ""I'd rather go to Russia.""","Podcaster and UFC commentator Joe Rogan said, ""I don't go to Canada anymore,"" then added, ""I'd rather go to Russia.""","In March 2025 podcaster and UFC commentator Joe Rogan said, 'I don't go to Canada anymore,' then added, 'I'd rather go to Russia.'",,,correct attribution,True,"Rogan laughed after making the remark but provided no direct indication that he was joking. The comment occurred during a podcast episode of ""The Joe Rogan Experience"" on March 22. Earlier in the same episode, he said of Canada, ""They have a terrible government but Canadian people are awesome.""",True,False,False,False,Manual
35,35,Snopes,https://www.snopes.com/fact-check/putin-wants-fauci-extradited-to-russia/,"No Evidence Vladimir Putin Wants Fauci Extradited To Russia
",2025-01-22 00:00:00,2025-01-23 00:00:00,"""Russia""","In January 2025, Russian President Vladimir Putin was seeking to have Dr. Anthony Fauci in the U.S. extradited to Russia in exchange for ending the war in Ukraine.","In January 2025, Russian President Vladimir Putin was seeking to have Dr. Anthony Fauci in the U.S. extradited to Russia in exchange for ending the war in Ukraine.","In January 2025, Russian President Vladimir Putin was seeking to have Dr. Anthony Fauci in the U.S. extradited to Russia in exchange for ending the war in Ukraine.",,,FALSE,False,"The claim was false, however. If Putin had made such a request, reliable news sources in either Russia or the United States would have reported on it. That had not happened. If Russia wanted to extradite Fauci, it would likely have to file a Red Flag Notice with Interpol. That, too, had not happened.
Even if the claim came from a reliable source of information, there's a major hurdle standing in the way: The United States and Russia do not have an extradition treaty with each other. According to the U.S. Department of Justice, the U.S. does not generally extradite without a treaty. ",True,False,False,False,Manual
36,36,Snopes,https://www.snopes.com/fact-check/russian-tv-melania-trump/,Russian State TV Aired Nude Photos of Melania Trump?,2024-11-10 00:00:00,2024-11-12 00:00:00,"""Russia""",Russian state TV aired nude photos of Melania Trump shortly after the 2024 U.S. presidential election.,Russian state TV aired nude photos of Melania Trump shortly after the 2024 U.S. presidential election.,Russian state TV aired nude photos of Melania Trump shortly after the 2024 U.S. presidential election.,,,TRUE,True,"The photos of Melania Trump used in the broadcast were not new or leaked images but widely known and previously published photos from her modeling career. Melania Trump addressed the photos in September 2024, saying: ""Why do I stand proudly behind my nude modeling work? The more pressing question is, why has the media chosen to scrutinize my celebration of the human form in a fashion photo shoot? Are we no longer able to appreciate the beauty of the human body?""",True,False,False,False,Manual
37,37,Snopes,https://www.snopes.com/fact-check/biden-board-empty-plane/,"No, Biden Did Not Board 'Empty Plane' After Prisoner Exchange with Russia",2024-08-02 00:00:00,2024-08-02 00:00:00,"""Russia""",U.S. President Joe Biden boarded an empty plane after three freed Americans arrived back in the U.S. and exited the aircraft.,U.S. President Joe Biden boarded an empty plane after three freed Americans arrived back in the U.S. and exited the aircraft.,In August 2024 U.S. President Joe Biden boarded an empty plane after three freed Americans arrived back in the U.S. and exited the aircraft.,,,FALSE,False,"In sum, Biden did not board an ""empty plane."" Video evidence and information from eyewitnesses show Biden walked onto the plane to visit at least one pilot and possibly other people who were still onboard.",True,False,False,False,Manual
38,38,Politifact,https://www.politifact.com/factchecks/2025/mar/20/facebook-posts/was-zelenskyys-pennsylvania-visit-election-interfe/,Ukraine President Volodymyr Zelenskyy “engaged in election interference by campaigning” in Pennsylvania for former Democratic presidential nominee Kamala Harris.,2025-03-01 00:00:00,2025-03-20 00:00:00,"""Ukraine""","""Zelenskyy is an ungrateful foreigner who engaged in election interference by campaigning for Kamala (Harris) in (Pennsylvania),"" said text on the March 1 Facebook Reel posted by Scotty Moore, a Republican who lost a 2023 Florida House race and a 2022 congressional race.","Zelenskyy ""engaged in election interference by campaigning"" in Pennsylvania for Harris.",Ukrainian President Volodymyr Zelenskyy engaged in election interference by campaigning in Pennsylvania for Kamala Harris ahead of the US presidential election in 2024.,,,FALSE,False,"A Facebook post said Zelenskyy ""engaged in election interference by campaigning"" in Pennsylvania for Harris.
In September 2024, Zelenskyy visited a Scranton ammunition plant to thank its workers who were producing munitions for Ukraine. A video of his visit shows Zelenskyy touring the site and thanking workers.
Although Shapiro served as a Harris campaign surrogate, he attended the Scranton event in his official capacity as governor. Harris did not attend the Scranton event. Zelenskyy met with Harris and Trump separately later the same week.
Zelenskyy’s visit to the Scranton plant was not covert, and experts said it doesn’t meet any definition of foreign election interference.
We rate this statement False.",True,False,False,False,Manual
39,39,Politifact,https://www.politifact.com/factchecks/2025/mar/14/alex-jones/infowars-reporter-jamie-white-who-was-fatally-shot/,"Deceased InfoWars reporter Jamie White was on a “Ukrainian enemies hit list.”
",2025-03-11 00:00:00,2025-03-14 00:00:00,"""Ukraine""","Jones pointed to a June 12, 2024, X post from White that read, ""I’m on the Ukrainian ‘Enemies List’ due to my work at @infowars and with @RealAlexJones on the Ukraine proxy war.""",Deceased InfoWars reporter Jamie White was on a “Ukrainian enemies hit list.”,"After InfoWars reporter Jamie White was shot dead on March 10, 2025 in Austin, Texas, it was revelaed that he was on a Ukranian enemies hit list.",,,FALSE,False,"After InfoWars reporter Jamie White was fatally shot March 10 in Austin, Texas, police said they believe the suspects were burglarizing White’s car when White interrupted them.
White is not on a Ukrainian enemies list. In June 2024, Texty.org.ua, an independent Ukrainian media outlet, shared online a list of research subjects as part of its analysis of rhetoric opposing Ukrainian aid. White was among the people whose statements were analyzed.
Texty did not refer to White as an ""enemy"" of Ukraine, nor did the outlet call for him to be harmed or killed.",True,False,False,False,Manual
40,40,Politifact,https://www.politifact.com/factchecks/2025/feb/24/threads-posts/elon-musk-didnt-post-that-he-would-suspend-volodym/,Elon Musk posted on X he is planning to suspend Ukraine President Volodymyr Zelenskyy’s X account.,2025-02-19 00:00:00,2025-02-24 00:00:00,"""Ukraine""","""We are looking into suspending Ukraine Propagandist Zelenskyy’s account,"" a Feb. 19 Threads screenshot of a social media post sharing an X post that appeared to be from Musk’s X account said.",Elon Musk posted on X he is planning to suspend Ukraine President Volodymyr Zelenskyy’s X account.,In February 2025 Elon Musk posted on X that he is planning to suspend Ukraine President Volodymyr Zelenskyy’s X account.,,,FALSE,False,"The post is not on Elon Musk’s X account.
A search for news reports about Musk saying he would ban Volodymyr Zelenskyy from X yielded no results.
The spelling of Zelenskyy’s name in the screenshot is not the same spelling Musk uses on X when criticizing Zelenskyy.",True,False,False,False,Manual
41,41,Politifact,https://www.politifact.com/factchecks/2025/feb/19/donald-trump/did-ukraine-start-its-war-with-russia-as-president/,Volodymyr Zelenskyy “started” the war in Ukraine with Russia.,2025-02-18 00:00:00,2025-02-19 00:00:00,"""Ukraine""","""I think I have the power to end this war, and I think it's going very well,"" Trump said while answering reporters’ questions Feb. 18 at his Mar-a-Lago resort. ""But today I heard (from Ukraine), ‘Oh well, we weren't invited.’ Well, you've been there for three years. You should have ended it three years — you should have never started it, you could have made a deal.""",Volodymyr Zelenskyy “started” the war in Ukraine with Russia.,Ukrainian President Volodymyr Zelenskyy started the 2022 war in Ukraine with Russia.,,,FALSE,False,"Media outlets worldwide covered Russia’s February 2022 invasion of Ukraine and Russian President Vladimir Putin acknowledged it as a ""special military operation,"" saying the offensive would ""seek to demilitarize and denazify Ukraine.""
For years, Russia has sought to blame Ukrainian actions for its invasion.",True,False,False,False,Manual
42,42,Politifact,https://www.politifact.com/factchecks/2025/feb/05/facebook-posts/zelenskyys-statement-about-ukraine-aid-didnt-revea/,Ukrainian President Volodymyr Zelenskyy “just threw the whole Ukraine money laundering operation under the bus … by stating he’s received less than half of the over $177 billion in aid sent by the United States.”,2025-02-02 00:00:00,2025-02-05 00:00:00,"""Ukraine""","""(Zelenskyy) just threw the whole Ukraine money laundering operation under the bus … by stating he’s received less than half of the over $177 billion in aid sent by the United States,"" one Facebook post said.",Ukrainian President Volodymyr Zelenskyy “just threw the whole Ukraine money laundering operation under the bus … by stating he’s received less than half of the over $177 billion in aid sent by the United States.”,"Ukrainian President Volodymyr Zelenskyy's statement in an AP news interview from February 1, 2025 that his country's military has received only a portion of the more than 175 billion in U.S. aid confirms that the US aid is a money laundering operation.",,,FALSE,False,"Ukrainian President Volodymyr Zelenskyy said his country’s military has received only a portion of the more than $175 billion in U.S. aid earmarked for Ukraine’s war against Russia. Now, critics of that U.S. support are floating an unsupported claim: that the funding has been misused through corruption or money laundering.
Much of the money the U.S. has dedicated for Ukraine aid is spent in the U.S. on domestic weapons manufacturers and U.S. military and government operations.
Direct military support to Ukraine totaled about $70 billion out of the $175 billion Congress has appropriated. 
The money isn’t being laundered, it’s being spent as Congress intended.",True,False,False,False,Manual
43,43,Politifact,https://www.politifact.com/factchecks/2024/nov/26/instagram-posts/theres-no-evidence-half-of-all-ukrainian-aid-was-l/,"""Half of all Ukrainian aid was laundered and sent back to Democrat candidates for re-election.""",2024-11-25 00:00:00,2024-11-26 00:00:00,"""Ukraine""","In an Instagram video, conservative pundit Jeremy Herrell said a former Polish minister said ""nearly half of all the money that we sent to Ukraine was siphoned off and sent back to the Democrat Party and their candidates."" ","""Half of all Ukrainian aid was laundered and sent back to Democrat candidates for re-election.""",Half of all US aid to Ukraine was laundered and sent back to Democrat candidates for re-election.,,,FALSE,False,"There's no evidence half of all Ukrainian aid was laundered to fund Democratic political campaigns.
There’s no evidence that half of the U.S. aid to Ukraine was diverted to fund Democratic political campaigns. 
The U.S. government oversees equipment and money sent to Ukraine and it has said there’s no evidence of illicit diversion of aid.",True,False,False,False,Manual
44,44,Politifact,https://www.politifact.com/factchecks/2024/sep/30/social-media/no-link-between-ukraine-and-helene-aid-and-joe-bid/,“Biden Announces: ‘2.4 billion more to Ukraine’ but ‘no more aid for Hurricane Helene.’”,2024-09-30 00:00:00,2024-09-30 00:00:00,"""Ukraine""","""Biden announces ‘$2.4 billion more to Ukraine"" but ""No more aid for Hurricane Helene,"" a Sept. 30 Facebook post said.",“Biden Announces: ‘2.4 billion more to Ukraine’ but ‘no more aid for Hurricane Helene.’”,"In remarks to reporters on September 29, 2024 US President Joe Biden announced that no more aid would be provided for the areas affected by Hurrican Helene, but 2.4 billion US-$ more for Ukraine.",,,FALSE,False,"No link between Ukraine and Helene aid, and Joe Biden didn’t rule out future hurricane aid
In Sept. 29 remarks to reporters, President Joe Biden did not say no more aid would be provided for areas affected by Hurricane Helene. He also did not tie hurricane funding to Ukraine war funding; a Ukraine aid package Biden announced days earlier came from money Congress already appropriated.
Biden said all available resources were in place before the storm made landfall. A fact sheet detailed numerous steps the White House had taken, including issuing disaster and emergency declarations for affected states.
In a Sept. 30 White House address, Biden said he expects to ask Congress for a supplemental spending bill for hurricane aid.",True,False,False,False,Manual
45,45,Politifact,https://www.politifact.com/factchecks/2024/sep/20/facebook-posts/colin-kaepernick-isnt-russia-bound-this-claim-orig/,Colin Kaepernick said he “will go to Russia if not properly respected in the United States.”,2024-09-13 00:00:00,2024-09-20 00:00:00,"""Russia""","""Colin Kaepernick: ‘Will go to Russia if not respected properly in the United States,’"" a Sept. 13 post said.",Colin Kaepernick said he “will go to Russia if not properly respected in the United States.”,American football player Colin Kaepernick said he will go to Russia if not properly respected in the United States.,,,FALSE,False,Colin Kaepernick isn’t Russia-bound; this claim originated on a self-described satire site.,True,False,False,False,Manual
46,46,misbar.com,https://www.misbar.com/en/factcheck/2025/04/14/netanyahu-did-not-announce-plans-relocate-gazans-ukraine-and-syria,Netanyahu Did Not Announce Plans to Relocate Gazans to Ukraine and Syria,2025-04-14 00:00:00+00:00,2025-04-14 00:00:00+00:00,Ukraine,,Netanyahu recently announced plans to resettle Palestinians in Gaza to Ukraine and Syria.,During his visit to the White House in April 2025 Israeli Prime Minister Benjamin Netanyahu announced plans to resettle Palestinians in Gaza to Ukraine and Syria.,,,misleading,Misleading," Misbar reviewed Trump and Netanyahu’s full meeting, finding that the claim originated from a misinterpretation in Netanyahu’s statement about the situation in Gaza. After a reporter asked Trump whether the resettlement plans for Gaza were still on the agenda or not, Trump passed the question to Netanyahu, who said that Gaza is “closed in.” Netanyahu answered that people in other war zones, specifying Syria and Ukraine, had a choice to leave the country. Gaza, however, is the only place where people are locked in. He claimed Israel was not restricting them. Netanyahu then asked, “What is wrong with giving people a choice?” referring to the resettlement plans for Gazans.",True,False,False,False,API
47,47,checkyourfact.com,https://checkyourfact.com/2025/03/28/fact-check-charlie-hebdo-magazine-cover-zelenskyy-fake/,FACT CHECK: Charlie Hebdo Magazine Cover Of Zelenskyy Is Fake,2025-03-22 00:00:00+00:00,2025-03-28 00:00:00+00:00,Ukraine,,A post shared on Facebook claims to show a Charlie Hebdo magazine cover of Ukrainian President Volodoymr Zelenskyy.,"This image shows a screenshot of an authentic Charlie Hebdo magazine cover from March 20, 2025 illustrating Ukrainian President Volodoymr Zelenskyy lying in a coffin and saying 'Ukraine is an independet state' in French.",https://web.archive.org/web/20250708173017/https://scontent-arn2-1.xx.fbcdn.net/v/t39.30808-6/517469952_10225038348865417_6450941732752864523_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=33B_9jK9M4YQ7kNvwEw8w7d&_nc_oc=AdnQXEPqM2eBclGL2SLoCqCZ5cl09F8nyUkZwXrbqWYI2YG46FqYFeKU6Dz7mnOpA9A&_nc_zt=23&_nc_ht=scontent-arn2-1.xx&_nc_gid=QPZ7qPYieHf-bgWWLWpmEw&oh=00_AfStlFPiGtFk244qw1P3V4Qr6-rOYybNr2OmzuvqFfIVwA&oe=68731813,images/ukraine_russia/47.jpg,FALSE,False,"This claim is false. Check Your Fact reviewed Charlie Hebdo’s magazine covers, such as the March 19 cover. No such cover shows Zelenskyy in a coffin. A wider search of the magazine’s website also did not yield any results for this claim. Martin Lom, a Charlie Hebdo journalist, told Logically Facts that the image is fake. “Yes, it’s a fake, and it’s common since the beginning of the war in Ukraine. The official cover from the week is always pinned on the X official account of the journal,” Lom told the outlet.",False,False,False,True,API
48,48,newschecker.in,https://newschecker.in/fact-check/fact-check/fake-transcript-of-fiery-trump-zelenskyy-exchange-in-oval-office-goes-viral,Fact Check: Fake Transcript Of Fiery Trump-Zelenskyy Exchange In Oval Office Goes Viral,2025-03-08 00:00:00+00:00,2025-03-08 00:00:00+00:00,Ukraine,,"Image shows a transcript of the White House meeting between US president Donald Trump, vice-president JD Vance and Ukrainian president Volodymyr Zelenskyy.","This image shows an authentic transcript of the heated White House meeting between US president Donald Trump, vice-president JD Vance and Ukrainian president Volodymyr Zelenskyy on February 28, 2025.",https://web.archive.org/web/20250708173820/https://pbs.twimg.com/media/Gk6BU28WkAARbCo?format=jpg&name=large,images/ukraine_russia/48.jpg,FALSE,False,"Newschecker first looked up the 49-minute 49-second meeting and its transcript that was available on C-Span, a public affairs TV network that covers the White House and national politics. At no point in the video nor in the transcript was there an exchange as seen in the viral image.",False,False,False,True,API
